"Year","RP1"
1,-0.450824704221295
2,-0.389721208050895
3,-0.335444411619305
4,-0.323053476959047
5,-0.303885034725646
6,-0.197657445440238
7,-0.130861637481705
8,-0.262299788671793
9,-0.389785730439057
10,-0.418612228063952
11,-0.391478550396882
12,-0.381034352380873
13,-0.286454433279941
14,-0.381245998268326
15,-0.424006183766933
16,-0.397989237614077
17,-0.333050162151216
18,-0.323945885874166
19,-0.340301577766056
20,-0.403566616199156
21,-0.425079458414849
22,-0.381966878815283
23,-0.359016806730571
24,-0.400300147739979
25,-0.325995684227158
26,-0.333643414280583
27,-0.300450441926744
28,-0.322476947452594
29,-0.42236724356309
30,-0.361332884383913
31,-0.399622270773122
32,-0.315414248006299
33,-0.347334287989569
34,-0.285536142324478
35,-0.268865453059591
36,-0.377935031365137
37,-0.304177422981443
38,-0.315930820561789
39,-0.316253744881315
40,-0.440692687438062
41,-0.325169898042984
42,-0.301760417909002
43,-0.303957424429505
44,-0.352334192519905
45,-0.355857648945132
46,-0.352721204392816
47,-0.331008491837393
48,-0.442082240270622
49,-0.448846770384321
50,-0.43370071839448
51,-0.500110395132268
52,-0.48485800096106
53,-0.444686651494154
54,-0.420706247511415
55,-0.395435279901866
56,-0.444425263401393
57,-0.527215384032227
58,-0.440753974470971
59,-0.50644431104036
60,-0.405605540265813
61,-0.264508128181103
62,-0.441743158985384
63,-0.336048553779069
64,-0.3184901612237
65,-0.398859526916262
66,-0.387822222468159
67,-0.371413770790369
68,-0.372204372576701
69,-0.398244027973293
70,-0.402437083733916
71,-0.427732633500372
72,-0.348073044147236
73,-0.388783494439954
74,-0.470250755842806
75,-0.406308743204118
76,-0.392022431388706
77,-0.416964561622354
78,-0.484719397897429
79,-0.414045681828586
80,-0.464107061127051
81,-0.467967373771541
82,-0.480254628625305
83,-0.459718509109023
84,-0.510735004351853
85,-0.472320433870024
86,-0.427787884137828
87,-0.417269349044001
88,-0.24518444293412
89,-0.315911214560672
90,-0.411332929784961
91,-0.33664818284727
92,-0.26666230615933
93,-0.334547042943775
94,-0.472603989323794
95,-0.422569001225954
96,-0.367443878120157
97,-0.471409200359142
98,-0.378431149189038
99,-0.274171172758598
100,-0.364783154036784
101,-0.372355675425427
102,-0.354077822982976
103,-0.310559455234435
104,-0.355752922106503
105,-0.300549216129444
106,-0.374490645809533
107,-0.359375836859983
108,-0.358385811613232
109,-0.517966803543078
110,-0.419164499450742
111,-0.396814959892225
112,-0.503769634285599
113,-0.473177176090239
114,-0.342122472372231
115,-0.357346105145563
116,-0.387676104662223
117,-0.407431151010268
118,-0.417310412460723
119,-0.494875632413712
120,-0.441295899098811
121,-0.393538800303579
122,-0.446302566870626
123,-0.511195702551376
124,-0.454169321701203
125,-0.399354916824053
126,-0.48180525028771
127,-0.39722062380391
128,-0.466135124714248
129,-0.471309962522392
130,-0.52355712528029
131,-0.377550419495015
132,-0.430664434273274
133,-0.530072601917896
134,-0.485030244072467
135,-0.42668339305064
136,-0.355063684203439
137,-0.360787815842022
138,-0.342368592947333
139,-0.331215291498883
140,-0.366216137373587
141,-0.410051620453681
142,-0.468408357673063
143,-0.380805933007341
144,-0.436326465760973
145,-0.379431683638489
146,-0.498630575443058
147,-0.430155352351002
148,-0.484884180632336
149,-0.359494453876433
150,-0.482799342071135
151,-0.497347100669995
152,-0.493181194237549
153,-0.421267163283543
154,-0.369252663977937
155,-0.38088784842888
156,-0.409375480824088
157,-0.458482124471312
158,-0.424362108057457
159,-0.454664703516396
160,-0.343837138327988
161,-0.354247138792206
162,-0.41973027912854
163,-0.450890740150134
164,-0.425018986630153
165,-0.494808036513588
166,-0.422223614953897
167,-0.343058951501438
168,-0.471512450880835
169,-0.463115151493592
170,-0.427649405745175
171,-0.479441705513749
172,-0.446644349584642
173,-0.41920953271537
174,-0.503685069316687
175,-0.515989660538198
176,-0.450116948059699
177,-0.473634869870962
178,-0.508712045615199
179,-0.526009163963119
180,-0.500423185147565
181,-0.477611426311829
182,-0.484914801452552
183,-0.462299783418355
184,-0.464206348012972
185,-0.423303408839311
186,-0.411531122136113
187,-0.41865773665288
188,-0.393560501996464
189,-0.4024972386258
190,-0.362354671397861
191,-0.321242925014611
192,-0.435952762265802
193,-0.448538658582069
194,-0.39400572220859
195,-0.447634342866621
196,-0.313295638586083
197,-0.249546527088077
198,-0.353684569722107
199,-0.408198198799333
200,-0.460984492601729
201,-0.506313150648933
202,-0.447930030869264
203,-0.525584231331985
204,-0.438649654655541
205,-0.448486762367704
206,-0.418505991114519
207,-0.401618851587592
208,-0.453597256782385
209,-0.314329448363485
210,-0.320712157226137
211,-0.415973682884522
212,-0.362099631533694
213,-0.33635123538066
214,-0.400988810462574
215,-0.430946997192256
216,-0.399449922060147
217,-0.359073127561522
218,-0.412389149506098
219,-0.390793003296843
220,-0.427950104609274
221,-0.487692293403773
222,-0.368304046970984
223,-0.376278382668392
224,-0.316985443235687
225,-0.288912327995547
226,-0.325433806294882
227,-0.345719920792294
228,-0.394000823080355
229,-0.282219767472681
230,-0.321428400641997
231,-0.289470210003907
232,-0.280909347922319
233,-0.330314748428187
234,-0.341643684336653
235,-0.232026814115577
236,-0.346516163963885
237,-0.361530690109076
238,-0.311224157701287
239,-0.152244533809432
240,-0.200269174791285
241,-0.340630852456615
242,-0.275801984788134
243,-0.341677481473714
244,-0.27344296125369
245,-0.228081107076438
246,-0.200517324308228
247,-0.188072723025076
248,-0.262187591857069
249,-0.257578402728731
250,-0.198177019714461
251,-0.380947631941684
252,-0.260865543581618
253,-0.414961711434345
254,-0.494980886558062
255,-0.459630951495267
256,-0.486463263954315
257,-0.434226172767971
258,-0.459033981004107
259,-0.445938664437499
260,-0.540991725005228
261,-0.475968046676331
262,-0.475087967858601
263,-0.515171346015335
264,-0.381175711122096
265,-0.456536884367879
266,-0.431073772888756
267,-0.510102006682109
268,-0.478606734077172
269,-0.45218580973648
270,-0.436538052544676
271,-0.50611125174494
272,-0.463992409187147
273,-0.462571418247177
274,-0.549575190154447
275,-0.492838142936749
276,-0.42959558606516
277,-0.42218032237034
278,-0.344795704428636
279,-0.493055563299284
280,-0.397198394914082
281,-0.388939320753121
282,-0.316339408127661
283,-0.393755635861432
284,-0.408129084721217
285,-0.407108546949516
286,-0.372553550104485
287,-0.440288547028041
288,-0.409711944640212
289,-0.441957686511442
290,-0.578415922477579
291,-0.4963981338723
292,-0.462636417017074
293,-0.553941983114371
294,-0.453773840638808
295,-0.44420741663462
296,-0.419043140263507
297,-0.374499668300206
298,-0.455611582567968
299,-0.454803595085509
300,-0.382959511797893
301,-0.411596744171201
302,-0.385817470661867
303,-0.312303711120163
304,-0.292132065153529
305,-0.376852743001962
306,-0.264238300599745
307,-0.315040898737595
308,-0.406012471415996
309,-0.445007366593072
310,-0.442202452142472
311,-0.422668950436454
312,-0.431262164064835
